exp,spp,iso,rep,tem,day,mm1,mm2
2,Cf,12J05,2,10,5,5.35,5.62
2,Cf,12J05,3,10,5,4.82,4.9
2,Cf,12J41,1,10,5,5.34,5.11
2,Cf,12J41,2,10,5,4.95,4.69
2,Cf,12J41,3,10,5,5.1,5.11
2,Cf,11K11,1,15,5,16.02,15.59
2,Cf,11K11,2,15,5,16.4,16.11
2,Cf,11K11,3,15,5,18.48,18.3
2,Cf,11K17,1,15,5,17.35,17.15
2,Cf,11K17,2,15,5,19.19,19.11
2,Cf,11K17,3,15,5,17.28,16.97
2,Cf,11J23,1,15,5,18.38,18.72
2,Cf,11J23,2,15,5,18.46,18.52
2,Cf,11J23,3,15,5,17.78,17.15
2,Cf,12D46,1,15,5,14.67,12.54
2,Cf,12D46,2,15,5,13.52,14.81
2,Cf,12D46,3,15,5,13.84,13.32
2,Cf,12J05,1,15,5,13.02,13.38
2,Cf,12J05,2,15,5,13.63,15.13
2,Cf,12J05,3,15,5,15.41,15.56
2,Cf,12J41,1,15,5,14.27,14.49
2,Cf,12J41,2,15,5,14.81,13.65
2,Cf,12J41,3,15,5,16.27,15.36
2,Cf,11K11,1,20,5,29,29.65
2,Cf,11K11,2,20,5,28.67,28.48
2,Cf,11K11,3,20,5,29.83,31.09
2,Cf,11K17,1,20,5,31.29,30.54
2,Cf,11K17,2,20,5,31.18,30.81
2,Cf,11K17,3,20,5,31.14,31.22
2,Cf,11J23,1,20,5,31.67,30.85
2,Cf,11J23,2,20,5,30.3,30.38
2,Cf,11J23,3,20,5,30.69,30.83
2,Cf,12D46,1,20,5,27.53,27.81
2,Cf,12D46,2,20,5,27.15,27.74
2,Cf,12D46,3,20,5,26.98,28.17
2,Cf,12J05,1,20,5,26.93,26.05
2,Cf,12J05,2,20,5,28.02,27.92
2,Cf,12J05,3,20,5,28.14,27.85
2,Cf,12J41,1,20,5,25.71,26.61
2,Cf,12J41,2,20,5,28.34,27.83
2,Cf,12J41,3,20,5,27.75,27.64
2,Cf,11K11,1,25,5,33.13,32.51
2,Cf,11K11,2,25,5,34.44,34.64
2,Cf,11K11,3,25,5,36.04,35.5
2,Cf,11K17,1,25,5,36.03,36.25
2,Cf,11K17,2,25,5,35.12,35.42
2,Cf,11K17,3,25,5,35.08,35.1
2,Cf,11J23,1,25,5,35,35.57
2,Cf,11J23,2,25,5,35.56,35.78
2,Cf,11J23,3,25,5,35.17,35.66
2,Cf,12D46,1,25,5,34.41,34.49
2,Cf,12D46,2,25,5,33.52,34.68
2,Cf,12D46,3,25,5,34.39,34.48
2,Cf,12J05,1,25,5,32.76,33.23
2,Cf,12J05,2,25,5,34.16,33.15
2,Cf,12J05,3,25,5,33.07,33.46
2,Cf,12J41,1,25,5,34.13,34.08
2,Cf,12J41,2,25,5,35.55,34.49
2,Cf,12J41,3,25,5,33.75,33.35
2,Cf,11K11,1,30,5,22.41,20.93
2,Cf,11K11,2,30,5,21.13,21.64
2,Cf,11K11,3,30,5,21.35,21.96
2,Cf,11K17,1,30,5,21.99,21.48
2,Cf,11K17,2,30,5,23.05,22.62
2,Cf,11K17,3,30,5,22.17,21.91
2,Cf,11J23,1,30,5,22.92,22.55
2,Cf,11J23,2,30,5,22.87,22.92
2,Cf,11J23,3,30,5,22.59,22.6
2,Cf,12D46,1,30,5,21.55,21.69
2,Cf,12D46,2,30,5,22.82,22.41
2,Cf,12D46,3,30,5,21.87,21.89
2,Cf,12J05,1,30,5,21.42,19.37
2,Cf,12J05,2,30,5,20.45,19.86
2,Cf,12J05,3,30,5,20.31,20.26
2,Cf,12J41,1,30,5,20.25,20.01
2,Cf,12J41,2,30,5,21,20.83
2,Cf,12J41,3,30,5,21.05,21.86
2,Cf,11K11,1,35,5,4,4
2,Cf,11K11,2,35,5,4,4
2,Cf,11K11,3,35,5,4,4
2,Cf,11K17,1,35,5,4,4
2,Cf,11K17,2,35,5,4,4
2,Cf,11K17,3,35,5,4,4
2,Cf,11J23,1,35,5,4,4
2,Cf,11J23,2,35,5,NA,NA
2,Cf,11J23,3,35,5,NA,NA
2,Cf,12D46,1,35,5,4,4
2,Cf,12D46,2,35,5,4,4
2,Cf,12D46,3,35,5,4,4
2,Cf,12J05,1,35,5,4,4
2,Cf,12J05,2,35,5,4,4
2,Cf,12J05,3,35,5,4,4
2,Cf,12J41,1,35,5,4,4
2,Cf,12J41,2,35,5,4,4
2,Cf,12J41,3,35,5,4,4
2,Cf,11K11,1,10,6,6.59,6.08
2,Cf,11K11,2,10,6,6.43,7
2,Cf,11K11,3,10,6,6.69,5.79
2,Cf,11K17,1,10,6,7.43,6.87
2,Cf,11K17,2,10,6,6.01,6.15
2,Cf,11K17,3,10,6,6.5,5.72
2,Cf,11J23,1,10,6,7.28,6.88
2,Cf,11J23,2,10,6,7.42,7.35
2,Cf,11J23,3,10,6,7.86,7.59
2,Cf,12D46,1,10,6,5.66,4.85
2,Cf,12D46,2,10,6,5.93,5.81
2,Cf,12D46,3,10,6,5.47,4.99
2,Cf,12J05,1,10,6,5.45,4.52
2,Cf,12J05,2,10,6,6.38,6.02
2,Cf,12J05,3,10,6,5.72,5.64
2,Cf,12J41,1,10,6,6.09,5.85
2,Cf,12J41,2,10,6,5.11,5.32
2,Cf,12J41,3,10,6,5.71,5.5
2,Cf,11K11,1,15,6,19.87,18.89
2,Cf,11K11,2,15,6,20.58,20.49
2,Cf,11K11,3,15,6,21.79,21.99
2,Cf,11K17,1,15,6,21.93,21.28
2,Cf,11K17,2,15,6,23.87,23.5
2,Cf,11K17,3,15,6,21.67,21.37
2,Cf,11J23,1,15,6,22.21,22.43
2,Cf,11J23,2,15,6,22.03,22.11
2,Cf,11J23,3,15,6,21.1,21.91
2,Cf,12D46,1,15,6,18.05,16.03
2,Cf,12D46,2,15,6,18.15,17.6
2,Cf,12D46,3,15,6,18.59,17.03
2,Cf,12J05,1,15,6,16.2,16.25
2,Cf,12J05,2,15,6,17.61,16.84
2,Cf,12J05,3,15,6,19.08,19.06
2,Cf,12J41,1,15,6,17.43,17.36
2,Cf,12J41,2,15,6,17.5,16.35
2,Cf,12J41,3,15,6,19.7,18.24
2,Cf,11K11,1,20,6,36.28,36.25
2,Cf,11K11,2,20,6,35.05,34.81
2,Cf,11K11,3,20,6,36.77,37.56
2,Cf,11K17,1,20,6,38.13,37.19
2,Cf,11K17,2,20,6,37.25,37.87
2,Cf,11K17,3,20,6,37.34,37.44
2,Cf,11J23,1,20,6,38.19,37.79
2,Cf,11J23,2,20,6,36.63,36.87
2,Cf,11J23,3,20,6,37.52,37.59
2,Cf,12D46,1,20,6,35.14,34.77
2,Cf,12D46,2,20,6,33.82,34.64
2,Cf,12D46,3,20,6,33.88,33.78
2,Cf,12J05,1,20,6,33.54,33.24
2,Cf,12J05,2,20,6,34.33,34.55
2,Cf,12J05,3,20,6,34.23,34.64
2,Cf,12J41,1,20,6,32.43,32.3
2,Cf,12J41,2,20,6,34.69,35.01
2,Cf,12J41,3,20,6,34.18,34.53
2,Cf,11K11,1,25,6,40.02,40.6
2,Cf,11K11,2,25,6,42.16,41.58
2,Cf,11K11,3,25,6,42.81,43.06
2,Cf,11K17,1,25,6,43.23,43.88
2,Cf,11K17,2,25,6,42.66,43.03
2,Cf,11K17,3,25,6,42.59,42.87
2,Cf,11J23,1,25,6,42.88,43.53
2,Cf,11J23,2,25,6,43.25,43.23
2,Cf,11J23,3,25,6,43.7,44.09
2,Cf,12D46,1,25,6,41.86,41.63
2,Cf,12D46,2,25,6,41.45,41.47
2,Cf,12D46,3,25,6,42.03,42.28
2,Cf,12J05,1,25,6,40.75,40.58
2,Cf,12J05,2,25,6,41.91,41.97
2,Cf,12J05,3,25,6,40.68,40.47
2,Cf,12J41,1,25,6,41.24,41.39
2,Cf,12J41,2,25,6,42.58,43.36
2,Cf,12J41,3,25,6,41.08,41.1
2,Cf,11K11,1,30,6,26.44,24.92
2,Cf,11K11,2,30,6,25.25,26.04
2,Cf,11K11,3,30,6,25.99,25.09
2,Cf,11K17,1,30,6,25.64,25.14
2,Cf,11K17,2,30,6,26.78,26.76
2,Cf,11K17,3,30,6,26.02,26.04
2,Cf,11J23,1,30,6,26.32,26.18
2,Cf,11J23,2,30,6,26.93,26.39
2,Cf,11J23,3,30,6,26.4,26.2
2,Cf,12D46,1,30,6,25.58,25.62
2,Cf,12D46,2,30,6,26.33,26.11
2,Cf,12D46,3,30,6,25.65,26.19
2,Cf,12J05,1,30,6,25.11,22.88
2,Cf,12J05,2,30,6,24.16,23.31
2,Cf,12J05,3,30,6,24.58,24.19
2,Cf,12J41,1,30,6,24.06,23.58
2,Cf,12J41,2,30,6,24.01,24.02
2,Cf,12J41,3,30,6,24.18,23.82
2,Cf,11K11,1,35,6,4,4
2,Cf,11K11,2,35,6,4,4
2,Cf,11K11,3,35,6,4,4
2,Cf,11K17,1,35,6,4,4
2,Cf,11K17,2,35,6,4,4
2,Cf,11K17,3,35,6,4,4
2,Cf,11J23,1,35,6,4,4
2,Cf,11J23,2,35,6,4,4
2,Cf,11J23,3,35,6,NA,NA
2,Cf,12D46,1,35,6,NA,NA
2,Cf,12D46,2,35,6,4,4
2,Cf,12D46,3,35,6,4,4
2,Cf,12J05,1,35,6,4,4
2,Cf,12J05,2,35,6,4,4
2,Cf,12J05,3,35,6,4,4
2,Cf,12J41,1,35,6,4,4
2,Cf,12J41,2,35,6,4,4
2,Cf,12J41,3,35,6,4,4
2,Cf,11K11,1,10,7,7.7,7.2
2,Cf,11K11,2,10,7,7.86,7.05
2,Cf,11K11,3,10,7,7.74,6.3
2,Cf,11K17,1,10,7,8.2,8.03
2,Cf,11K17,2,10,7,7.05,6.98
2,Cf,11K17,3,10,7,7.05,6.64
2,Cf,11J23,1,10,7,7.73,7.49
2,Cf,11J23,2,10,7,8.28,8.49
2,Cf,11J23,3,10,7,8.75,8.28
2,Cf,12D46,1,10,7,5.14,5.72
2,Cf,12D46,2,10,7,6.79,6.85
2,Cf,12D46,3,10,7,6.3,5.29
2,Cf,12J05,1,10,7,6.04,5.03
2,Cf,12J05,2,10,7,6.94,6.9
2,Cf,12J05,3,10,7,6.42,6.47
2,Cf,12J41,1,10,7,6.92,6.4
2,Cf,12J41,2,10,7,6.57,5.73
2,Cf,12J41,3,10,7,6.5,6.54
2,Cf,11K11,1,15,7,23.17,22.13
2,Cf,11K11,2,15,7,23.63,24.04
2,Cf,11K11,3,15,7,25.85,25.7
2,Cf,11K17,1,15,7,24.39,25.08
2,Cf,11K17,2,15,7,27.04,26.93
2,Cf,11K17,3,15,7,25.45,24.96
2,Cf,11J23,1,15,7,26.49,26.17
2,Cf,11J23,2,15,7,26.02,25.88
2,Cf,11J23,3,15,7,25.2,25.12
2,Cf,12D46,1,15,7,21.14,18.81
2,Cf,12D46,2,15,7,21.72,20.85
2,Cf,12D46,3,15,7,21.8,20.38
2,Cf,12J05,1,15,7,18.82,18.91
2,Cf,12J05,2,15,7,20.53,19.84
2,Cf,12J05,3,15,7,21.94,21.61
2,Cf,12J41,1,15,7,19.99,20.05
2,Cf,12J41,2,15,7,19.95,20.22
2,Cf,12J41,3,15,7,22.79,21.49
2,Cf,11K11,1,20,7,41.89,42.05
2,Cf,11K11,2,20,7,41.34,40.77
2,Cf,11K11,3,20,7,43.75,42.38
2,Cf,11K17,1,20,7,43.2,44.29
2,Cf,11K17,2,20,7,44.23,43.66
2,Cf,11K17,3,20,7,43.84,43.88
2,Cf,11J23,1,20,7,44.27,44.02
2,Cf,11J23,2,20,7,42.65,42.73
2,Cf,11J23,3,20,7,42.72,43.9
2,Cf,12D46,1,20,7,41.14,40.51
2,Cf,12D46,2,20,7,40.03,40.22
2,Cf,12D46,3,20,7,40.19,39.97
2,Cf,12J05,1,20,7,39.2,38.18
2,Cf,12J05,2,20,7,40.2,40.34
2,Cf,12J05,3,20,7,40.67,40.53
2,Cf,12J41,1,20,7,39.13,38.26
2,Cf,12J41,2,20,7,40.8,40.44
2,Cf,12J41,3,20,7,40.03,40.37
2,Cf,11K11,1,25,7,47.77,47.31
2,Cf,11K11,2,25,7,48.81,48.65
2,Cf,11K11,3,25,7,49.98,50.15
2,Cf,11K17,1,25,7,50.31,50.45
2,Cf,11K17,2,25,7,49.68,49.71
2,Cf,11K17,3,25,7,49.16,49.62
2,Cf,11J23,1,25,7,49.99,49.78
2,Cf,11J23,2,25,7,50.19,50.17
2,Cf,11J23,3,25,7,50.81,50.71
2,Cf,12D46,1,25,7,48,48.55
2,Cf,12D46,2,25,7,47.86,48.75
2,Cf,12D46,3,25,7,49.38,49.13
2,Cf,12J05,1,25,7,47.09,47.73
2,Cf,12J05,2,25,7,48.38,48.59
2,Cf,12J05,3,25,7,47.3,47.38
2,Cf,12J41,1,25,7,48.48,48.73
2,Cf,12J41,2,25,7,49.5,49.72
2,Cf,12J41,3,25,7,47.67,47.77
2,Cf,11K11,1,30,7,30.19,28.49
2,Cf,11K11,2,30,7,29.52,28.67
2,Cf,11K11,3,30,7,28.67,29.51
2,Cf,11K17,1,30,7,28.48,29.05
2,Cf,11K17,2,30,7,30.19,30.42
2,Cf,11K17,3,30,7,28.91,29.64
2,Cf,11J23,1,30,7,29.7,29.6
2,Cf,11J23,2,30,7,30.16,30
2,Cf,11J23,3,30,7,29.15,29.45
2,Cf,12D46,1,30,7,29.39,29.09
2,Cf,12D46,2,30,7,29.79,29.82
2,Cf,12D46,3,30,7,28.22,28.52
2,Cf,12J05,1,30,7,28.26,26.04
2,Cf,12J05,2,30,7,27.42,27.32
2,Cf,12J05,3,30,7,27.9,27.62
2,Cf,12J41,1,30,7,26.89,27.23
2,Cf,12J41,2,30,7,26.64,26.62
2,Cf,12J41,3,30,7,27.12,27.27
2,Cf,11K11,1,35,7,4,4
2,Cf,11K11,2,35,7,4,4
2,Cf,11K11,3,35,7,4,4
2,Cf,11K17,1,35,7,4,4
2,Cf,11K17,2,35,7,4,4
2,Cf,11K17,3,35,7,4,4
2,Cf,11J23,1,35,7,4,4
2,Cf,11J23,2,35,7,NA,NA
2,Cf,11J23,3,35,7,NA,NA
2,Cf,12D46,1,35,7,4,4
2,Cf,12D46,2,35,7,4,4
2,Cf,12D46,3,35,7,4,4
2,Cf,12J05,1,35,7,4,4
2,Cf,12J05,2,35,7,4,4
2,Cf,12J05,3,35,7,4,4
2,Cf,12J41,1,35,7,4,4
2,Cf,12J41,2,35,7,4,4
2,Cf,12J41,3,35,7,4,4
3,Cf,11K11,1,10,1,4,4
3,Cf,11K11,2,10,1,4,4
3,Cf,11K11,3,10,1,4,4
3,Cf,11K17,1,10,1,4,4
3,Cf,11K17,2,10,1,4,4
3,Cf,11K17,3,10,1,4,4
3,Cf,11J23,1,10,1,4,4
3,Cf,11J23,2,10,1,4,4
3,Cf,11J23,3,10,1,4,4
3,Cf,12D46,1,10,1,4,4
3,Cf,12D46,2,10,1,4,4
3,Cf,12D46,3,10,1,4,4
3,Cf,12J05,1,10,1,4,4
3,Cf,12J05,2,10,1,4,4
3,Cf,12J05,3,10,1,4,4
3,Cf,12J41,1,10,1,4,4
3,Cf,12J41,2,10,1,4,4
3,Cf,12J41,3,10,1,4,4
3,Cf,11K11,1,15,1,4,4
3,Cf,11K11,2,15,1,4,4
3,Cf,11K11,3,15,1,4,4
3,Cf,11K17,1,15,1,4,4
3,Cf,11K17,2,15,1,4,4
3,Cf,11K17,3,15,1,4,4
3,Cf,11J23,1,15,1,4,4.11
3,Cf,11J23,2,15,1,4,4.06
3,Cf,11J23,3,15,1,4,4
3,Cf,12D46,1,15,1,4,4.05
3,Cf,12D46,2,15,1,4.01,4.1
3,Cf,12D46,3,15,1,4,4
3,Cf,12J05,1,15,1,4,4
3,Cf,12J05,2,15,1,4,4
3,Cf,12J05,3,15,1,4,4
3,Cf,12J41,1,15,1,4,4
3,Cf,12J41,2,15,1,4,4
3,Cf,12J41,3,15,1,4.27,4
3,Cf,11K11,1,20,1,4.61,4.52
3,Cf,11K11,2,20,1,4,4.41
3,Cf,11K11,3,20,1,4.56,4.2
3,Cf,11K17,1,20,1,4.28,4.34
3,Cf,11K17,2,20,1,4.32,4.08
3,Cf,11K17,3,20,1,4.51,4.37
3,Cf,11J23,1,20,1,4.32,4.1
3,Cf,11J23,2,20,1,4,4.17
3,Cf,11J23,3,20,1,4.24,4.16
3,Cf,12D46,1,20,1,4.04,4.03
3,Cf,12D46,2,20,1,4.36,4.32
3,Cf,12D46,3,20,1,4.44,4.34
3,Cf,12J05,1,20,1,4,4
3,Cf,12J05,2,20,1,4,4.17
3,Cf,12J05,3,20,1,4,4
3,Cf,12J41,1,20,1,4,4
3,Cf,12J41,2,20,1,4,4
3,Cf,12J41,3,20,1,4.67,4.37
3,Cf,11K11,1,25,1,4.46,4.64
3,Cf,11K11,2,25,1,4.22,4.42
3,Cf,11K11,3,25,1,4.72,4.55
3,Cf,11K17,1,25,1,4.38,4.1
3,Cf,11K17,2,25,1,4.53,4.12
3,Cf,11K17,3,25,1,4.6,4.55
3,Cf,11J23,1,25,1,5.03,4.56
3,Cf,11J23,2,25,1,5.71,5.34
3,Cf,11J23,3,25,1,4.62,4.95
3,Cf,12D46,1,25,1,5.15,5.11
3,Cf,12D46,2,25,1,6.97,5.96
3,Cf,12D46,3,25,1,6.06,6.09
3,Cf,12J05,1,25,1,4.96,4.2
3,Cf,12J05,2,25,1,4.92,4.65
3,Cf,12J05,3,25,1,4.46,4.19
3,Cf,12J41,1,25,1,5.74,5.25
3,Cf,12J41,2,25,1,4.81,4.63
3,Cf,12J41,3,25,1,5.19,4.88
3,Cf,11K11,1,30,1,4.24,4.02
3,Cf,11K11,2,30,1,4,4.06
3,Cf,11K11,3,30,1,4.22,4.36
3,Cf,11K17,1,30,1,4.12,4.07
3,Cf,11K17,2,30,1,4.12,4.09
3,Cf,11K17,3,30,1,4.28,4.19
3,Cf,11J23,1,30,1,4.29,4.53
3,Cf,11J23,2,30,1,4.61,4.39
3,Cf,11J23,3,30,1,4.68,4.18
3,Cf,12D46,1,30,1,5.01,4.84
3,Cf,12D46,2,30,1,4.66,4.61
3,Cf,12D46,3,30,1,5.07,4.6
3,Cf,12J05,1,30,1,4.37,4.23
3,Cf,12J05,2,30,1,4.36,4.06
3,Cf,12J05,3,30,1,4,4
3,Cf,12J41,1,30,1,4.34,4.31
3,Cf,12J41,2,30,1,4.02,4.11
3,Cf,12J41,3,30,1,4.62,4.22
3,Cf,11K11,1,35,1,4,4
3,Cf,11K11,2,35,1,4,4
3,Cf,11K11,3,35,1,4,4
3,Cf,11K17,1,35,1,4,4
3,Cf,11K17,2,35,1,4,4
3,Cf,11K17,3,35,1,4,4
3,Cf,11J23,1,35,1,4,4
3,Cf,11J23,2,35,1,4,4
3,Cf,11J23,3,35,1,4,4
3,Cf,12D46,1,35,1,4,4
3,Cf,12D46,2,35,1,4,4
3,Cf,12D46,3,35,1,4,4
3,Cf,12J05,1,35,1,4,4
3,Cf,12J05,2,35,1,4,4
3,Cf,12J05,3,35,1,4,4
3,Cf,12J41,1,35,1,4,4
3,Cf,12J41,2,35,1,4,4
3,Cf,12J41,3,35,1,4,4
3,Cf,11K11,1,10,2,4,4.13
3,Cf,11K11,2,10,2,4.46,4.18
3,Cf,11K11,3,10,2,4.38,4.34
3,Cf,11K17,1,10,2,4,4.03
3,Cf,11K17,2,10,2,4,4
3,Cf,11K17,3,10,2,4,4
3,Cf,11J23,1,10,2,4,4.05
3,Cf,11J23,2,10,2,4,4
3,Cf,11J23,3,10,2,4,4.3
3,Cf,12D46,1,10,2,4.25,4.02
3,Cf,12D46,2,10,2,4,4.01
3,Cf,12D46,3,10,2,4,4
3,Cf,12J05,1,10,2,4,4
3,Cf,12J05,2,10,2,4,4
3,Cf,12J05,3,10,2,4,4
3,Cf,12J41,1,10,2,4,4
3,Cf,12J41,2,10,2,4,4
3,Cf,12J41,3,10,2,4,4
3,Cf,11K11,1,15,2,4.21,4.45
3,Cf,11K11,2,15,2,4.76,4.49
3,Cf,11K11,3,15,2,4.7,4.4
3,Cf,11K17,1,15,2,4.4,4.26
3,Cf,11K17,2,15,2,4.2,4.62
3,Cf,11K17,3,15,2,4.46,4.79
3,Cf,11J23,1,15,2,4.69,4.29
3,Cf,11J23,2,15,2,4.41,4.67
3,Cf,11J23,3,15,2,4.62,4.51
3,Cf,12D46,1,15,2,5.78,5
3,Cf,12D46,2,15,2,5.49,5.32
3,Cf,12D46,3,15,2,4.86,4.72
3,Cf,12J05,1,15,2,4.25,4.07
3,Cf,12J05,2,15,2,4.44,4.76
3,Cf,12J05,3,15,2,5.01,4.27
3,Cf,12J41,1,15,2,5.15,4.6
3,Cf,12J41,2,15,2,4.37,4.19
3,Cf,12J41,3,15,2,4.04,4.14
3,Cf,11K11,1,20,2,8.19,7.95
3,Cf,11K11,2,20,2,6.12,4.7
3,Cf,11K11,3,20,2,8.17,6.93
3,Cf,11K17,1,20,2,8.66,8.3
3,Cf,11K17,2,20,2,7.9,8.37
3,Cf,11K17,3,20,2,8.26,7.13
3,Cf,11J23,1,20,2,8.39,7.48
3,Cf,11J23,2,20,2,6.87,6.98
3,Cf,11J23,3,20,2,9.1,8.67
3,Cf,12D46,1,20,2,6.91,8.22
3,Cf,12D46,2,20,2,8.62,9.11
3,Cf,12D46,3,20,2,9.66,7.86
3,Cf,12J05,1,20,2,6.16,6.14
3,Cf,12J05,2,20,2,5.43,5.67
3,Cf,12J05,3,20,2,7.97,6.39
3,Cf,12J41,1,20,2,6.3,6.23
3,Cf,12J41,2,20,2,5.25,4.88
3,Cf,12J41,3,20,2,6.97,6.26
3,Cf,11K11,1,25,2,10.53,9.51
3,Cf,11K11,2,25,2,10.85,9.63
3,Cf,11K11,3,25,2,9.34,8.89
3,Cf,11K17,1,25,2,10.92,10.21
3,Cf,11K17,2,25,2,10.59,8.68
3,Cf,11K17,3,25,2,9.9,9.27
3,Cf,11J23,1,25,2,11.76,10.63
3,Cf,11J23,2,25,2,11.84,11.47
3,Cf,11J23,3,25,2,10.12,10.45
3,Cf,12D46,1,25,2,10.9,11.22
3,Cf,12D46,2,25,2,13.67,12.02
3,Cf,12D46,3,25,2,12.19,13.2
3,Cf,12J05,1,25,2,10.43,9.81
3,Cf,12J05,2,25,2,10.79,11.22
3,Cf,12J05,3,25,2,10.2,10.14
3,Cf,12J41,1,25,2,11.69,11.16
3,Cf,12J41,2,25,2,9,8.41
3,Cf,12J41,3,25,2,11.09,9.53
3,Cf,11K11,1,30,2,7.81,6.12
3,Cf,11K11,2,30,2,6.64,8.34
3,Cf,11K11,3,30,2,5.92,6.05
3,Cf,11K17,1,30,2,6.81,5.48
3,Cf,11K17,2,30,2,4.93,5.07
3,Cf,11K17,3,30,2,5.47,4.96
3,Cf,11J23,1,30,2,7.73,5.13
3,Cf,11J23,2,30,2,7.6,9.56
3,Cf,11J23,3,30,2,9.27,7.86
3,Cf,12D46,1,30,2,9.65,8.57
3,Cf,12D46,2,30,2,10.27,9.5
3,Cf,12D46,3,30,2,10.07,7.91
3,Cf,12J05,1,30,2,6.35,6.88
3,Cf,12J05,2,30,2,6.97,6.88
3,Cf,12J05,3,30,2,6.98,6.54
3,Cf,12J41,1,30,2,9.51,7.77
3,Cf,12J41,2,30,2,5.52,5.42
3,Cf,12J41,3,30,2,5.53,5.26
3,Cf,11K11,1,35,2,4,4
3,Cf,11K11,2,35,2,4,4
3,Cf,11K11,3,35,2,4,4
3,Cf,11K17,1,35,2,4,4
3,Cf,11K17,2,35,2,4,4
3,Cf,11K17,3,35,2,4,4
3,Cf,11J23,1,35,2,4,4
3,Cf,11J23,2,35,2,4,4
3,Cf,11J23,3,35,2,4,4
3,Cf,12D46,1,35,2,4,4
3,Cf,12D46,2,35,2,4,4
3,Cf,12D46,3,35,2,4,4
3,Cf,12J05,1,35,2,4,4
3,Cf,12J05,2,35,2,4,4
3,Cf,12J05,3,35,2,4,4
3,Cf,12J41,1,35,2,4,4
3,Cf,12J41,2,35,2,4,4
3,Cf,12J41,3,35,2,4,4
3,Cf,11K11,1,10,3,4.64,4.45
3,Cf,11K11,2,10,3,4.5,4.55
3,Cf,11K11,3,10,3,5.39,4.91
3,Cf,11K17,1,10,3,4.51,4.38
3,Cf,11K17,2,10,3,4.91,4.54
3,Cf,11K17,3,10,3,4.99,4.73
3,Cf,11J23,1,10,3,4.75,4.6
3,Cf,11J23,2,10,3,4.35,4.32
3,Cf,11J23,3,10,3,4.23,4.41
3,Cf,12D46,1,10,3,4.84,4.4
3,Cf,12D46,2,10,3,4.53,4.34
3,Cf,12D46,3,10,3,4.61,4.13
3,Cf,12J05,1,10,3,4.47,4.68
3,Cf,12J05,2,10,3,5.13,4.25
3,Cf,12J05,3,10,3,4.63,4.23
3,Cf,12J41,1,10,3,4.59,4.48
3,Cf,12J41,2,10,3,4.44,4.36
3,Cf,12J41,3,10,3,4.42,4
3,Cf,11K11,1,15,3,5.36,4.15
3,Cf,11K11,2,15,3,5.44,5.45
3,Cf,11K11,3,15,3,6.36,6.6
3,Cf,11K17,1,15,3,5.8,5.99
3,Cf,11K17,2,15,3,6.06,5.85
3,Cf,11K17,3,15,3,5.69,5.99
3,Cf,11J23,1,15,3,5.6,4.97
3,Cf,11J23,2,15,3,5.64,5.59
3,Cf,11J23,3,15,3,6.29,6.8
3,Cf,12D46,1,15,3,8.77,7.96
3,Cf,12D46,2,15,3,6.6,6.21
3,Cf,12D46,3,15,3,5.92,6.19
3,Cf,12J05,1,15,3,4.72,4.53
3,Cf,12J05,2,15,3,5.63,6.22
3,Cf,12J05,3,15,3,6.65,5.02
3,Cf,12J41,1,15,3,6.12,5.3
3,Cf,12J41,2,15,3,4.53,4.75
3,Cf,12J41,3,15,3,5.62,5.57
3,Cf,11K11,1,20,3,11.73,11.48
3,Cf,11K11,2,20,3,9.22,7.4
3,Cf,11K11,3,20,3,10.8,10.71
3,Cf,11K17,1,20,3,14.37,12.77
3,Cf,11K17,2,20,3,11.89,12.52
3,Cf,11K17,3,20,3,10.88,12.76
3,Cf,11J23,1,20,3,12.79,12.04
3,Cf,11J23,2,20,3,10.84,9.7
3,Cf,11J23,3,20,3,13.92,13.37
3,Cf,12D46,1,20,3,10.92,12.37
3,Cf,12D46,2,20,3,13.22,14.12
3,Cf,12D46,3,20,3,14.13,11.57
3,Cf,12J05,1,20,3,9.66,9.71
3,Cf,12J05,2,20,3,7.65,7.7
3,Cf,12J05,3,20,3,11.96,11.22
3,Cf,12J41,1,20,3,10.62,10.07
3,Cf,12J41,2,20,3,8.13,6.76
3,Cf,12J41,3,20,3,11.33,10.85
3,Cf,11K11,1,25,3,15.85,15.24
3,Cf,11K11,2,25,3,16.56,15.19
3,Cf,11K11,3,25,3,16.06,15.66
3,Cf,11K17,1,25,3,16.68,16.25
3,Cf,11K17,2,25,3,14.22,16.25
3,Cf,11K17,3,25,3,16.01,15.19
3,Cf,11J23,1,25,3,17.72,16.5
3,Cf,11J23,2,25,3,17.39,17.49
3,Cf,11J23,3,25,3,15.78,16.09
3,Cf,12D46,1,25,3,15.57,17.03
3,Cf,12D46,2,25,3,18.86,17.9
3,Cf,12D46,3,25,3,19.02,19.14
3,Cf,12J05,1,25,3,16.1,16.43
3,Cf,12J05,2,25,3,17.17,16.61
3,Cf,12J05,3,25,3,15.55,15.62
3,Cf,12J41,1,25,3,16.7,16.52
3,Cf,12J41,2,25,3,14.32,14.75
3,Cf,12J41,3,25,3,17.15,16.36
3,Cf,11K11,1,30,3,11.98,10.55
3,Cf,11K11,2,30,3,12.32,10.69
3,Cf,11K11,3,30,3,9.85,9.4
3,Cf,11K17,1,30,3,10.36,9.64
3,Cf,11K17,2,30,3,8.19,7.29
3,Cf,11K17,3,30,3,9.01,7.45
3,Cf,11J23,1,30,3,11.97,8.88
