exp,spp,iso,rep,tem,day,mm1,mm2
2,Ck,3G23,3,35,1,4,4
2,Ck,3G23,1,10,2,4,4
2,Ck,3G23,2,10,2,4,4
2,Ck,3G23,3,10,2,4,4
2,Ck,3G23,1,15,2,4.99,4.07
2,Ck,3G23,2,15,2,4.36,4.15
2,Ck,3G23,3,15,2,4.91,4.55
2,Ck,3G23,1,20,2,7.6,7.21
2,Ck,3G23,2,20,2,8.31,6.34
2,Ck,3G23,3,20,2,8.04,7.43
2,Ck,3G23,1,25,2,10.62,9.87
2,Ck,3G23,2,25,2,10.69,8.8
2,Ck,3G23,3,25,2,10.2,9.06
2,Ck,3G23,1,30,2,10.64,10.36
2,Ck,3G23,2,30,2,8.77,8.89
2,Ck,3G23,3,30,2,10.83,10.43
2,Ck,3G23,1,35,2,4,4
2,Ck,3G23,2,35,2,4,4
2,Ck,3G23,3,35,2,4,4
2,Ck,3G23,1,10,3,4.56,4.19
2,Ck,3G23,2,10,3,4.1,4.15
2,Ck,3G23,3,10,3,4.53,4.02
2,Ck,3G23,1,15,3,7.68,6.78
2,Ck,3G23,2,15,3,6.6,6.23
2,Ck,3G23,3,15,3,7.51,7.23
2,Ck,3G23,1,20,3,11.1,10.83
2,Ck,3G23,2,20,3,11.91,10.12
2,Ck,3G23,3,20,3,11.76,10.42
2,Ck,3G23,1,25,3,14.78,15.39
2,Ck,3G23,2,25,3,14.17,15.97
2,Ck,3G23,3,25,3,14.78,13.1
2,Ck,3G23,1,30,3,14.74,14.93
2,Ck,3G23,2,30,3,12.55,12.72
2,Ck,3G23,3,30,3,15.49,14.73
2,Ck,3G23,1,35,3,4.6,4.7
2,Ck,3G23,2,35,3,5.23,4.78
2,Ck,3G23,3,35,3,4,4
2,Ck,3G23,1,10,4,6.14,4.87
2,Ck,3G23,2,10,4,4.61,4.39
2,Ck,3G23,3,10,4,5.22,4.06
2,Ck,3G23,1,15,4,10.81,11.15
2,Ck,3G23,2,15,4,9.8,10.43
2,Ck,3G23,3,15,4,11.72,11.23
2,Ck,3G23,1,20,4,17.47,15.74
2,Ck,3G23,2,20,4,16.08,17.98
2,Ck,3G23,3,20,4,15.92,16.8
2,Ck,3G23,1,25,4,24.01,23.7
2,Ck,3G23,2,25,4,24.73,26.69
2,Ck,3G23,3,25,4,21.89,22.43
2,Ck,3G23,1,30,4,23.1,23.16
2,Ck,3G23,2,30,4,21.69,21.51
2,Ck,3G23,3,30,4,22.65,21.86
2,Ck,3G23,1,35,4,5.76,5.4
2,Ck,3G23,2,35,4,5.66,6.24
2,Ck,3G23,3,35,4,6.28,4.93
2,Ck,3G23,1,10,5,6.72,5.67
2,Ck,3G23,2,10,5,5.17,4.91
2,Ck,3G23,3,10,5,5.94,4.98
2,Ck,3G23,1,15,5,12.78,13.37
2,Ck,3G23,2,15,5,11.89,12.22
2,Ck,3G23,3,15,5,13.31,12.58
2,Ck,3G23,1,20,5,20.71,20.95
2,Ck,3G23,2,20,5,21.61,20.52
2,Ck,3G23,3,20,5,20.29,20.77
2,Ck,3G23,1,25,5,28.62,29.14
2,Ck,3G23,2,25,5,30.62,30.4
2,Ck,3G23,3,25,5,27.02,26.06
2,Ck,3G23,1,30,5,27.36,27.59
2,Ck,3G23,2,30,5,25.71,26.11
2,Ck,3G23,3,30,5,27.24,26.76
2,Ck,3G23,1,35,5,6.11,5.54
2,Ck,3G23,2,35,5,5.49,6.15
2,Ck,3G23,3,35,5,6.55,4.89
2,Ck,3G23,1,10,6,8.54,7.07
2,Ck,3G23,2,10,6,6.1,6.93
2,Ck,3G23,3,10,6,7.82,7.97
2,Ck,3G23,1,15,6,16.54,16
2,Ck,3G23,2,15,6,16.27,15.97
2,Ck,3G23,3,15,6,15,15.58
2,Ck,3G23,1,20,6,24.99,26.05
2,Ck,3G23,2,20,6,27,26.68
2,Ck,3G23,3,20,6,25.58,24.24
2,Ck,3G23,1,25,6,39.34,39.52
2,Ck,3G23,2,25,6,30.58,30.33
2,Ck,3G23,3,25,6,34.72,33.72
2,Ck,3G23,1,30,6,34.2,34.24
2,Ck,3G23,2,30,6,31.9,32.22
2,Ck,3G23,3,30,6,34.25,33.57
2,Ck,3G23,1,35,6,7.04,6.01
2,Ck,3G23,2,35,6,6.89,6.23
2,Ck,3G23,3,35,6,7.74,5.94
2,Ck,3G23,1,10,7,9.48,8.21
2,Ck,3G23,2,10,7,8.23,7.38
2,Ck,3G23,3,10,7,9.27,8.89
2,Ck,3G23,1,15,7,19.21,17.93
2,Ck,3G23,2,15,7,18.72,18.31
2,Ck,3G23,3,15,7,17.6,17.26
2,Ck,3G23,1,20,7,29.32,29.57
2,Ck,3G23,2,20,7,31.31,30.84
2,Ck,3G23,3,20,7,29.85,27.06
2,Ck,3G23,1,25,7,42.4,42.54
2,Ck,3G23,2,25,7,44.65,44.24
2,Ck,3G23,3,25,7,40.65,39.67
2,Ck,3G23,1,30,7,39.43,39.81
2,Ck,3G23,2,30,7,37.28,37.09
2,Ck,3G23,3,30,7,39.27,39.21
2,Ck,3G23,1,35,7,7.23,6.02
2,Ck,3G23,2,35,7,6.94,6.32
2,Ck,3G23,3,35,7,7.97,6.02
3,Ck,3G23,1,10,1,4,4
3,Ck,3G23,2,10,1,4,4
3,Ck,3G23,3,10,1,4,4
3,Ck,3G23,1,15,1,4,4
3,Ck,3G23,2,15,1,4.35,4.09
3,Ck,3G23,3,15,1,4,4.05
3,Ck,3G23,1,20,1,4.29,4.17
3,Ck,3G23,2,20,1,4.92,4.94
3,Ck,3G23,3,20,1,4.85,4.83
3,Ck,3G23,1,25,1,4.42,4.09
3,Ck,3G23,2,25,1,4.85,4.79
3,Ck,3G23,3,25,1,4.76,4.82
3,Ck,3G23,1,30,1,5.07,4.8
3,Ck,3G23,2,30,1,4.56,4.96
3,Ck,3G23,3,30,1,4.89,4.29
3,Ck,3G23,1,35,1,4,4
3,Ck,3G23,2,35,1,4,4
3,Ck,3G23,3,35,1,4,4
3,Ck,3G23,1,10,2,4.3,4.25
3,Ck,3G23,2,10,2,4,4
3,Ck,3G23,3,10,2,4,4
3,Ck,3G23,1,15,2,4,4
3,Ck,3G23,2,15,2,5.03,5.13
3,Ck,3G23,3,15,2,4.99,4.98
3,Ck,3G23,1,20,2,6.77,8.35
3,Ck,3G23,2,20,2,9.77,9.3
3,Ck,3G23,3,20,2,7.43,8.42
3,Ck,3G23,1,25,2,9.94,9.39
3,Ck,3G23,2,25,2,7.22,7.14
3,Ck,3G23,3,25,2,9.7,9.61
3,Ck,3G23,1,30,2,11.14,10.12
3,Ck,3G23,2,30,2,10.04,10.24
3,Ck,3G23,3,30,2,9.76,10.96
3,Ck,3G23,1,35,2,4,4
3,Ck,3G23,2,35,2,5.42,4
3,Ck,3G23,3,35,2,4,4
3,Ck,3G23,1,10,3,4.75,4.56
3,Ck,3G23,2,10,3,4.29,4.17
3,Ck,3G23,3,10,3,4.2,4.49
3,Ck,3G23,1,15,3,6.3,5.38
3,Ck,3G23,2,15,3,9.05,8.23
3,Ck,3G23,3,15,3,9.35,7.73
3,Ck,3G23,1,20,3,10.62,11.65
3,Ck,3G23,2,20,3,13.25,13.07
3,Ck,3G23,3,20,3,11.76,11.3
3,Ck,3G23,1,25,3,15.16,14.74
3,Ck,3G23,2,25,3,11.3,11.24
3,Ck,3G23,3,25,3,13.41,14.07
3,Ck,3G23,1,30,3,15.57,14.62
3,Ck,3G23,2,30,3,14.74,14.05
3,Ck,3G23,3,30,3,15.7,14.43
3,Ck,3G23,1,35,3,4,4
3,Ck,3G23,2,35,3,10.62,11.13
3,Ck,3G23,3,35,3,4.88,4.63
3,Ck,3G23,1,10,4,5.04,5.31
3,Ck,3G23,2,10,4,4.97,4.92
3,Ck,3G23,3,10,4,5.18,4.72
3,Ck,3G23,1,15,4,9.51,10.15
3,Ck,3G23,2,15,4,13.21,13.18
3,Ck,3G23,3,15,4,13.69,13.19
3,Ck,3G23,1,20,4,16.69,17.91
3,Ck,3G23,2,20,4,18.54,18.41
3,Ck,3G23,3,20,4,16.83,17.36
3,Ck,3G23,1,25,4,25.06,25.06
3,Ck,3G23,2,25,4,19.61,18.9
3,Ck,3G23,3,25,4,21.25,22.16
3,Ck,3G23,1,30,4,23.07,22.14
3,Ck,3G23,2,30,4,22.38,22.71
3,Ck,3G23,3,30,4,23.43,22.29
3,Ck,3G23,1,35,4,5.53,5.9
3,Ck,3G23,2,35,4,NA,NA
3,Ck,3G23,3,35,4,5.93,4.9
3,Ck,3G23,1,10,5,5.34,5.74
3,Ck,3G23,2,10,5,5.14,4.98
3,Ck,3G23,3,10,5,5.24,5.54
3,Ck,3G23,1,15,5,12.18,11.44
3,Ck,3G23,2,15,5,15.82,15.44
3,Ck,3G23,3,15,5,15.34,16.25
3,Ck,3G23,1,20,5,21.64,21.98
3,Ck,3G23,2,20,5,21.99,21.52
3,Ck,3G23,3,20,5,21.04,21.14
3,Ck,3G23,1,25,5,30.95,30.51
3,Ck,3G23,2,25,5,23.5,24.12
3,Ck,3G23,3,25,5,27.18,27.01
3,Ck,3G23,1,30,5,26.53,27.05
3,Ck,3G23,2,30,5,26.37,26.89
3,Ck,3G23,3,30,5,26.3,27.45
3,Ck,3G23,1,35,5,5.31,6.18
3,Ck,3G23,2,35,5,6.18,5.47
3,Ck,3G23,3,35,5,4,4
3,Ck,3G23,1,10,6,6.56,5.9
3,Ck,3G23,2,10,6,6.75,7.27
3,Ck,3G23,3,10,6,7.92,7.21
3,Ck,3G23,1,15,6,14.53,15.29
3,Ck,3G23,2,15,6,19.1,18.49
3,Ck,3G23,3,15,6,19.98,20.08
3,Ck,3G23,1,20,6,26.79,27.75
3,Ck,3G23,2,20,6,25.97,26.52
3,Ck,3G23,3,20,6,26.64,25.79
3,Ck,3G23,1,25,6,34.97,36.9
3,Ck,3G23,2,25,6,38.19,38.51
3,Ck,3G23,3,25,6,34.59,33.52
3,Ck,3G23,1,30,6,33.28,33.8
3,Ck,3G23,2,30,6,33.57,32.43
3,Ck,3G23,3,30,6,32.36,33.79
3,Ck,3G23,1,35,6,6.71,5.78
3,Ck,3G23,2,35,6,NA,NA
3,Ck,3G23,3,35,6,6.66,5.82
3,Ck,3G23,1,10,7,7.6,6.6
3,Ck,3G23,2,10,7,8.01,8.51
3,Ck,3G23,3,10,7,8.35,8.82
3,Ck,3G23,1,15,7,18.33,17.05
3,Ck,3G23,2,15,7,22.48,23.57
3,Ck,3G23,3,15,7,22.85,22.95
3,Ck,3G23,1,20,7,30.04,32.29
3,Ck,3G23,2,20,7,29.71,29.6
3,Ck,3G23,3,20,7,31.03,30.94
3,Ck,3G23,1,25,7,46.7,45.5
3,Ck,3G23,2,25,7,36.48,36.34
3,Ck,3G23,3,25,7,41.52,41.1
3,Ck,3G23,1,30,7,38.7,39.34
3,Ck,3G23,2,30,7,37.45,38.51
3,Ck,3G23,3,30,7,38.78,38.04
3,Ck,3G23,1,35,7,6.91,6.67
3,Ck,3G23,2,35,7,NA,NA
3,Ck,3G23,3,35,7,7.05,6.07
